fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2012-09-30,USD,16038000000,12285000000,2478000000,10452000000,None,635000000,3753000000,2289000000,734000000,1423000000,833000000,590000000,7974000000,None,7974000000,631000000,41000000,1864000000,1080000000,59000000,None,372000000,372000000,784000000,530000000,530000000,372000000,None,902000000,564000000,254000000,14174000000,None,1595000000,0,2420000000,META
2012-06-30,USD,14928000000,11967000000,2098000000,10188000000,None,578000000,2961000000,2105000000,629000000,809000000,709000000,100000000,8090000000,None,8090000000,634000000,47000000,1619000000,1034000000,43000000,None,312000000,312000000,585000000,394000000,394000000,312000000,None,706000000,594000000,191000000,13309000000,None,1654000000,0,1879000000,META
2024-06-30,USD,379146000000,38056000000,2432000000,2432000000,1841000000,26356000000,357018000000,107890000000,217088000000,189813000000,166971000000,22842000000,30045000000,908000000,None,8176000000,18415000000,300471000000,60806000000,None,18088000000,23255000000,None,220801000000,23703000000,6029000000,23255000000,None,6029000000,13577000000,16429000000,95595000000,3590000000,86504000000,None,4215000000,VZ
2024-03-31,USD,380158000000,37957000000,2365000000,2365000000,2076000000,26086000000,358908000000,107863000000,214403000000,189788000000,166946000000,22842000000,30237000000,941000000,19000000,3536000000,19258000000,303440000000,53631000000,None,18184000000,15594000000,19876000000,230801000000,23936000000,6294000000,15594000000,None,6294000000,13616000000,16258000000,93913000000,3602000000,84714000000,429000000,4215000000,VZ
2023-12-31,USD,380255000000,36814000000,2065000000,2065000000,2057000000,25996000000,362119000000,108310000000,211798000000,189567000000,166724000000,22843000000,30159000000,953000000,None,1651000000,19885000000,327344000000,53223000000,10021000000,17804000000,12973000000,0,233233000000,1338000000,150674000000,12973000000,None,150674000000,12531000000,16560000000,91774000000,3821000000,82915000000,429000000,4217000000,VZ
2023-09-30,USD,384830000000,38119000000,4210000000,4210000000,2240000000,23602000000,362572000000,107490000000,209277000000,195059000000,166417000000,28642000000,27917000000,929000000,32000000,8067000000,18147000000,303628000000,55677000000,None,17258000000,12950000000,16856000000,230065000000,24679000000,6882000000,12950000000,None,6882000000,12681000000,18191000000,97113000000,3828000000,88416000000,429000000,4213000000,VZ
2023-06-30,USD,379955000000,37388000000,4803000000,4803000000,1896000000,23186000000,358017000000,107270000000,206154000000,191081000000,162434000000,28647000000,27536000000,1015000000,41000000,7503000000,17856000000,301485000000,51404000000,None,16936000000,14827000000,19038000000,232049000000,24956000000,6720000000,14827000000,None,6720000000,12299000000,17021000000,94649000000,3830000000,86448000000,429000000,4208000000,VZ
2023-03-31,USD,377716000000,35722000000,2234000000,2234000000,2381000000,22856000000,357337000000,106987000000,203532000000,190405000000,161731000000,28674000000,27638000000,1052000000,59000000,8251000000,17603000000,300650000000,47768000000,None,16846000000,12081000000,16258000000,235729000000,25480000000,6985000000,12081000000,None,6985000000,12237000000,17237000000,92486000000,3832000000,84543000000,429000000,4207000000,VZ
2022-12-31,USD,379680000000,37857000000,2605000000,2605000000,2388000000,24506000000,357705000000,107434000000,200255000000,189928000000,161257000000,28671000000,27259000000,1071000000,37000000,8358000000,17260000000,328471000000,50171000000,8750000000,16468000000,9963000000,150000000,237046000000,1167000000,150489000000,9963000000,None,150639000000,12097000000,18397000000,90351000000,4013000000,82380000000,429000000,4205000000,VZ
2022-09-30,USD,375090000000,39746000000,2082000000,2082000000,3133000000,23670000000,348084000000,103004000000,197866000000,189036000000,160488000000,28548000000,25268000000,1083000000,32000000,10861000000,15633000000,302618000000,53141000000,None,15908000000,14995000000,18956000000,233166000000,26136000000,7000000000,14995000000,None,7000000000,11950000000,20073000000,86726000000,4015000000,78545000000,429000000,4202000000,VZ
2022-06-30,USD,370147000000,37499000000,1857000000,1857000000,3646000000,36902000000,344285000000,101310000000,195390000000,188648000000,160010000000,28638000000,24339000000,1113000000,19000000,8087000000,14479000000,298610000000,49224000000,None,15412000000,12873000000,16785000000,233566000000,26509000000,6206000000,12873000000,None,6206000000,11483000000,17506000000,85362000000,4020000000,76401000000,429000000,4201000000,VZ
2022-03-31,USD,365716000000,35580000000,1661000000,1661000000,3659000000,23615000000,330136000000,99843000000,192725000000,188144000000,159515000000,28629000000,23056000000,1074000000,None,6645000000,13581000000,295980000000,46585000000,None,7504000000,13421000000,17268000000,233956000000,26779000000,6471000000,13421000000,None,6471000000,11148000000,14618000000,83265000000,4023000000,73891000000,429000000,4201000000,VZ
2021-12-31,USD,366596000000,36728000000,2921000000,2921000000,3055000000,23846000000,330914000000,99696000000,190201000000,187899000000,159296000000,28603000000,22364000000,1061000000,None,6906000000,13329000000,325165000000,47160000000,8040000000,13282000000,7443000000,0,236236000000,925000000,150868000000,7443000000,None,150868000000,11025000000,13513000000,81252000000,4104000000,71993000000,429000000,4169000000,VZ
2021-09-30,USD,353457000000,40277000000,9936000000,9936000000,2303000000,22195000000,313180000000,95756000000,191665000000,177676000000,152789000000,24887000000,20091000000,1100000000,1100000000,5843000000,10679000000,312586000000,41358000000,None,6034000000,8016000000,11229000000,233610000000,908000000,4823000000,7623000000,None,4823000000,9976000000,11754000000,76554000000,6630000000,70062000000,429000000,4142000000,VZ
2021-06-30,USD,349190000000,35626000000,4657000000,4657000000,1421000000,21257000000,313564000000,94202000000,189452000000,129951000000,105036000000,24915000000,19097000000,560000000,560000000,8291000000,14761000000,313655000000,40078000000,None,5846000000,7400000000,10904000000,234000000000,898000000,5029000000,7023000000,None,5029000000,11846000000,11499000000,73276000000,6632000000,66310000000,429000000,4141000000,VZ
2021-03-31,USD,345573000000,39647000000,10205000000,10205000000,1303000000,22507000000,305926000000,94876000000,187866000000,132153000000,107316000000,24837000000,18498000000,555000000,555000000,5632000000,10537000000,286114000000,38730000000,None,5783000000,8802000000,12338000000,234160000000,21302000000,5205000000,8802000000,None,5205000000,9173000000,11695000000,70950000000,6634000000,63107000000,429000000,4141000000,VZ
2020-12-31,USD,316481000000,54594000000,22171000000,22171000000,1796000000,23917000000,263014000000,94833000000,184904000000,130283000000,105510000000,24773000000,18548000000,589000000,589000000,6710000000,10879000000,281868000000,39660000000,6667000000,10441000000,5889000000,320000000,207549000000,916000000,128742000000,5889000000,None,129062000000,9628000000,12008000000,67507000000,6719000000,60464000000,429000000,4143000000,VZ
2020-09-30,USD,296994000000,38572000000,8983000000,8983000000,1457000000,22617000000,258422000000,93182000000,183028000000,130356000000,105557000000,24799000000,17132000000,535000000,535000000,5515000000,11669000000,243918000000,36185000000,None,5321000000,5770000000,9264000000,194279000000,21649000000,5059000000,5770000000,None,5059000000,9530000000,13011000000,64773000000,6721000000,58473000000,429000000,4140000000,VZ
2020-06-30,USD,293259000000,37333000000,7882000000,7882000000,1289000000,22672000000,255926000000,92754000000,179960000000,130034000000,105367000000,24667000000,17608000000,529000000,None,5490000000,10178000000,239257000000,38886000000,None,5275000000,10921000000,1000000000,190260000000,21428000000,4206000000,6651000000,None,5206000000,9668000000,14293000000,62460000000,6722000000,56746000000,429000000,4139000000,VZ
2020-03-31,USD,294500000000,40705000000,7047000000,7047000000,1633000000,23797000000,253795000000,92177000000,176816000000,126224000000,101842000000,24382000000,18863000000,543000000,None,8228000000,12379000000,242450000000,41057000000,None,5347000000,14506000000,0,191790000000,21448000000,4382000000,11175000000,None,4382000000,9132000000,15786000000,60061000000,6725000000,54557000000,429000000,4139000000,VZ
2019-12-31,USD,291727000000,37473000000,2594000000,2594000000,1422000000,25429000000,255193000000,91915000000,173819000000,128946000000,104557000000,24389000000,20051000000,558000000,None,8028000000,10141000000,263005000000,44868000000,7725000000,9958000000,10777000000,0,184024000000,780000000,111489000000,10777000000,None,111489000000,9024000000,12264000000,61173000000,6820000000,53147000000,429000000,4138000000,VZ
2019-09-30,USD,284875000000,34895000000,3020000000,3020000000,1538000000,24713000000,250838000000,88849000000,171204000000,128267000000,103697000000,24570000000,18889000000,628000000,None,5624000000,10018000000,254945000000,39209000000,None,5082000000,7830000000,0,185354000000,667000000,101102000000,2959000000,None,130772000000,8854000000,12543000000,58724000000,6822000000,50595000000,429000000,4138000000,VZ
2019-06-30,USD,283108000000,33308000000,1949000000,1949000000,1167000000,24926000000,227333000000,87818000000,169577000000,128439000000,103807000000,24632000000,650000000,650000000,None,5266000000,10426000000,273751000000,38214000000,None,4946000000,8773000000,200000000,186947000000,627000000,104598000000,8252000000,None,200000000,8654000000,11830000000,56417000000,6823000000,47945000000,429000000,4138000000,VZ
2019-03-31,USD,283947000000,33397000000,2322000000,2322000000,1417000000,24469000000,227445000000,87849000000,166608000000,128480000000,103845000000,24635000000,674000000,674000000,None,5189000000,10442000000,275436000000,38607000000,None,4973000000,8614000000,11611000000,187880000000,611000000,105045000000,8614000000,None,135627000000,8332000000,11632000000,55731000000,6825000000,46493000000,429000000,4138000000,VZ
2018-12-31,USD,264829000000,34636000000,2745000000,2745000000,1336000000,25102000000,230193000000,89286000000,163549000000,128519000000,103905000000,24614000000,671000000,671000000,None,5453000000,None,262123000000,37930000000,7232000000,None,7190000000,150000000,172189000000,None,112913000000,7040000000,None,113063000000,19301000000,32521000000,52792000000,6986000000,43542000000,429000000,4137000000,VZ
2018-09-30,USD,265562000000,33154000000,2538000000,2538000000,1270000000,24012000000,232408000000,87464000000,164566000000,132937000000,103737000000,29200000000,732000000,732000000,915000000,5334000000,11275000000,222991000000,34167000000,None,4693000000,6502000000,6502000000,175308000000,None,107753000000,6502000000,None,112942000000,8323000000,13496000000,54170000000,6987000000,44091000000,429000000,4136000000,VZ
2018-06-30,USD,263303000000,30876000000,1750000000,1750000000,1102000000,23099000000,232427000000,87781000000,161513000000,132916000000,103716000000,29200000000,787000000,787000000,851000000,4925000000,10943000000,223283000000,32329000000,None,None,5466000000,5466000000,177399000000,None,110232000000,5166000000,None,114640000000,8303000000,13201000000,51739000000,6990000000,41657000000,429000000,4135000000,VZ
2018-03-31,USD,264516000000,31025000000,1923000000,1923000000,1285000000,22595000000,233491000000,87922000000,158955000000,132812000000,103691000000,29121000000,994000000,994000000,885000000,5222000000,11763000000,220711000000,31615000000,None,None,6323000000,6323000000,180556000000,None,112734000000,5023000000,None,119057000000,8240000000,12719000000,50553000000,6992000000,39974000000,429000000,4104000000,VZ
2017-12-31,USD,257143000000,29913000000,2079000000,2079000000,1034000000,23493000000,227230000000,88568000000,157930000000,127836000000,98664000000,29172000000,1039000000,1039000000,74000000,3307000000,None,226874000000,33037000000,7063000000,None,3453000000,150000000,179419000000,None,116945000000,3303000000,None,117095000000,19437000000,34545000000,42680000000,7139000000,35635000000,424000000,4087000000,VZ
2017-09-30,USD,254682000000,30867000000,4487000000,4487000000,1276000000,21549000000,223815000000,86622000000,155986000000,127601000000,98876000000,28725000000,1054000000,1054000000,None,3280000000,8538000000,235147000000,28930000000,None,None,2180000000,2180000000,197301000000,None,700000000,0,None,117497000000,8316000000,12508000000,26437000000,7141000000,19373000000,424000000,4084000000,VZ
2017-06-30,USD,252978000000,28823000000,4583000000,4583000000,1116000000,19771000000,224155000000,86521000000,152705000000,127674000000,99147000000,28527000000,1075000000,1075000000,None,3353000000,8795000000,235697000000,27758000000,None,None,1153000000,1153000000,198459000000,None,500000000,0,None,1653000000,8780000000,12788000000,24824000000,7142000000,18159000000,424000000,4082000000,VZ
2017-03-31,USD,246731000000,27158000000,4307000000,4307000000,1194000000,16863000000,219573000000,85213000000,150337000000,124296000000,96666000000,27630000000,1080000000,1080000000,None,4645000000,8222000000,230325000000,26664000000,None,None,3707000000,3707000000,195030000000,None,112839000000,3707000000,None,115536000000,8131000000,12265000000,23203000000,7144000000,16153000000,424000000,4082000000,VZ
2016-12-31,USD,244180000000,26395000000,2880000000,2880000000,1202000000,17513000000,217785000000,84751000000,147464000000,122775000000,95570000000,27205000000,1110000000,1110000000,None,3918000000,8536000000,233698000000,30340000000,7084000000,None,2645000000,2645000000,189808000000,None,105433000000,2477000000,None,107128000000,8102000000,12245000000,22075000000,7263000000,15059000000,424000000,4080000000,VZ
2016-09-30,USD,239498000000,25621000000,6441000000,6441000000,1318000000,14832000000,213877000000,83414000000,145495000000,121069000000,95099000000,25970000000,1119000000,1119000000,None,3030000000,8275000000,226559000000,30298000000,None,None,3852000000,3852000000,187217000000,None,102739000000,3852000000,None,106591000000,8444000000,11576000000,20015000000,7264000000,12918000000,424000000,4079000000,VZ
